Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001884,Female,No,0,Graduate,,3418,0,135,360,1,Rural,N
LP001885,Female,No,1,Graduate,No,2876,1560,90,360,1,Urban,Y
LP001886,Female,No,0,Graduate,No,3237,0,30,360,1,Urban,Y
LP001887,Male,Yes,0,Graduate,No,11146,0,136,360,1,Urban,Y
LP001888,Male,No,0,Graduate,No,2833,1857,126,360,1,Rural,Y
LP001889,Male,Yes,0,Graduate,No,2620,2223,150,360,1,Semiurban,Y
LP001890,Male,Yes,2,Graduate,No,3900,0,90,360,1,Semiurban,Y
LP001891,Male,Yes,1,Graduate,No,2750,1842,115,360,1,Semiurban,Y
LP001892,Male,Yes,0,Graduate,No,3993,3274,207,360,1,Semiurban,Y
LP001893,Male,Yes,0,Graduate,No,3103,1300,80,360,1,Urban,Y
LP001894,Male,Yes,0,Graduate,No,14583,0,436,360,1,Semiurban,Y
LP001895,Female,Yes,0,Not Graduate,No,4100,0,124,360,,Rural,Y
LP001896,Male,No,1,Not Graduate,Yes,4053,2426,158,360,0,Urban,N
LP001897,Male,Yes,0,Graduate,No,3927,800,112,360,1,Semiurban,Y
LP001898,Male,Yes,2,Graduate,No,2301,985.7999878,78,180,1,Urban,Y
LP001899,Female,No,0,Graduate,No,1811,1666,54,360,1,Urban,Y
LP001900,Male,Yes,0,Graduate,No,20667,0,,360,1,Rural,N
LP001901,Male,No,0,Graduate,No,3158,3053,89,360,1,Rural,Y
LP001902,Female,No,0,Graduate,Yes,2600,1717,99,300,1,Semiurban,N
LP001903,Male,Yes,0,Graduate,No,3704,2000,120,360,1,Rural,Y
LP001904,Female,No,0,Graduate,No,4124,0,115,360,1,Semiurban,Y
LP001905,Male,No,0,Graduate,No,9508,0,187,360,1,Rural,Y
LP001906,Male,Yes,0,Graduate,No,3075,2416,139,360,1,Rural,Y
LP001907,Male,Yes,2,Graduate,No,4400,0,127,360,0,Semiurban,N
LP001908,Male,Yes,2,Graduate,No,3153,1560,134,360,1,Urban,Y
LP001909,Female,No,,Graduate,No,5417,0,143,480,0,Urban,N
LP001910,Male,Yes,0,Graduate,No,2383,3334,172,360,1,Semiurban,Y
LP001911,Male,Yes,3+,Graduate,,4416,1250,110,360,1,Urban,Y
LP001912,Male,Yes,1,Graduate,No,6875,0,200,360,1,Semiurban,Y
LP001913,Female,Yes,1,Graduate,No,4666,0,135,360,1,Urban,Y
LP001914,Female,No,0,Graduate,No,5000,2541,151,480,1,Rural,N
LP001915,Male,Yes,1,Graduate,No,2014,2925,113,360,1,Urban,N
LP001916,Male,Yes,0,Not Graduate,No,1800,2934,93,360,0,Urban,N
LP001917,Male,Yes,,Not Graduate,No,2875,1750,105,360,1,Semiurban,Y
LP001918,Female,No,0,Graduate,No,5000,0,132,360,1,Rural,Y
LP001919,Male,Yes,1,Graduate,No,1625,1803,96,360,1,Urban,Y
LP001920,Male,No,0,Graduate,No,4000,2500,140,360,1,Rural,Y
LP001921,Male,No,0,Not Graduate,No,2000,0,,360,1,Urban,N
LP001922,Female,No,0,Graduate,No,3762,1666,135,360,1,Rural,Y
LP001923,Female,No,0,Graduate,No,2400,1863,104,360,0,Urban,N
LP001924,Male,No,0,Graduate,No,20233,0,480,360,1,Rural,N
LP001925,Male,Yes,2,Not Graduate,No,7667,0,185,360,,Rural,Y
LP001926,Female,No,0,Graduate,No,2917,0,84,360,1,Semiurban,Y
LP001927,Male,No,0,Not Graduate,No,2927,2405,111,360,1,Semiurban,Y
LP001928,Female,No,0,Graduate,No,2507,0,56,360,1,Rural,Y
LP001929,Male,Yes,2,Graduate,Yes,5746,0,144,84,,Rural,Y
LP001930,,Yes,0,Graduate,No,2473,1843,159,360,1,Rural,N
LP001931,Male,Yes,1,Not Graduate,No,3399,1640,111,180,1,Urban,Y
LP001932,Male,Yes,2,Graduate,No,3717,0,120,360,1,Semiurban,Y
LP001933,Male,Yes,0,Graduate,No,2058,2134,88,360,,Urban,Y
LP001934,Female,No,1,Graduate,No,3541,0,112,360,,Semiurban,Y
LP001935,Male,Yes,1,Graduate,Yes,10000,0,155,360,1,Rural,N
LP001936,Male,Yes,0,Graduate,No,2400,2167,115,360,1,Semiurban,Y
LP001937,Male,Yes,3+,Graduate,No,4342,189,124,360,1,Semiurban,Y
LP001938,Male,Yes,2,Not Graduate,No,3601,1590,,360,1,Rural,Y
LP001939,Female,No,0,Graduate,No,3166,2985,132,360,,Rural,Y
LP001940,Male,Yes,3+,Graduate,No,15000,0,300,360,1,Rural,Y
LP001941,Male,Yes,1,Graduate,Yes,8666,4983,376,360,0,Rural,N
LP001942,Male,No,0,Graduate,No,4917,0,130,360,0,Rural,Y
LP001943,Male,Yes,0,Graduate,Yes,5818,2160,184,360,1,Semiurban,Y
LP001944,Female,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N
LP001945,Female,No,0,Graduate,No,2500,0,67,360,1,Urban,Y
LP001946,Male,No,1,Graduate,No,4384,1793,117,360,1,Urban,Y
LP001947,Male,No,0,Graduate,No,2935,0,98,360,1,Semiurban,Y
LP001948,Male,No,,Graduate,No,2833,0,71,360,1,Urban,Y
LP001949,Male,Yes,0,Graduate,,63337,0,490,180,1,Urban,Y
LP001950,,Yes,1,Graduate,Yes,9833,1833,182,180,1,Urban,Y
LP001951,Male,Yes,,Graduate,Yes,5503,4490,70,,1,Semiurban,Y
LP001952,Male,Yes,1,Graduate,,5250,688,160,360,1,Rural,Y
LP001953,Male,Yes,2,Graduate,Yes,2500,4600,176,360,1,Rural,Y
LP001954,Female,No,3+,Not Graduate,No,1830,0,,360,0,Urban,N
LP001955,Female,No,0,Graduate,No,4160,0,71,360,1,Semiurban,Y
LP001956,Male,Yes,3+,Not Graduate,No,2647,1587,173,360,1,Rural,N
LP001957,Female,No,0,Graduate,No,2378,0,46,360,1,Rural,N
LP001958,Male,Yes,1,Not Graduate,No,4554,1229,158,360,1,Urban,Y
LP001959,Male,Yes,3+,Not Graduate,No,3173,0,74,360,1,Semiurban,Y
LP001960,Male,Yes,2,Graduate,,2583,2330,125,360,1,Rural,Y
LP001961,Male,Yes,0,Graduate,No,2499,2458,160,360,1,Semiurban,Y
LP001962,Male,Yes,,Not Graduate,No,3523,3230,152,360,0,Rural,N
LP001963,Male,Yes,2,Not Graduate,No,3083,2168,126,360,1,Urban,Y
LP001964,Male,Yes,0,Graduate,No,6333,4583,259,360,,Semiurban,Y
LP001965,Male,Yes,0,Graduate,No,2625,6250,187,360,1,Rural,Y
LP001966,Male,Yes,0,Graduate,No,9083,0,228,360,1,Semiurban,Y
LP001967,Male,No,0,Graduate,No,8750,4167,308,360,1,Rural,N
LP001968,Male,Yes,3+,Graduate,No,2666,2083,95,360,1,Rural,Y
LP001969,Female,Yes,0,Graduate,Yes,5500,0,105,360,0,Rural,N
LP001970,Female,Yes,0,Graduate,No,2423,505,130,360,1,Semiurban,Y
LP001971,Female,No,,Graduate,No,3813,0,116,180,1,Urban,Y
LP001972,Male,Yes,2,Graduate,No,8333,3167,165,360,1,Rural,Y
LP001973,Male,Yes,1,Graduate,No,3875,0,67,360,1,Urban,N
LP001974,Male,Yes,0,Not Graduate,No,3000,1666,100,480,0,Urban,N
LP001975,Male,Yes,3+,Graduate,No,5167,3167,200,360,1,Semiurban,Y
LP001976,Female,No,1,Graduate,No,4723,0,81,360,1,Semiurban,N
LP001977,Male,Yes,2,Graduate,No,5000,3667,236,360,1,Semiurban,Y
LP001978,Male,Yes,0,Graduate,No,4750,2333,130,360,1,Urban,Y
LP001979,Male,Yes,0,Graduate,No,3013,3033,95,300,,Urban,Y
LP001980,Male,No,0,Graduate,Yes,6822,0,141,360,1,Rural,Y
LP001981,Male,No,0,Not Graduate,No,6216,0,133,360,1,Rural,N
LP001982,Male,No,0,Graduate,No,2500,0,96,480,1,Semiurban,N
LP001983,Male,No,0,Graduate,No,5124,0,124,,0,Rural,N
LP001984,Male,Yes,1,Graduate,No,6325,0,175,360,1,Semiurban,Y
LP001985,Male,Yes,0,Graduate,No,19730,5266,570,360,1,Rural,N
LP001986,Female,No,0,Graduate,Yes,15759,0,55,360,1,Semiurban,Y
LP001987,Male,Yes,2,Graduate,No,5185,0,155,360,1,Semiurban,Y
LP001988,Male,Yes,2,Graduate,Yes,9323,7873,380,300,1,Rural,Y
LP001989,Male,No,1,Graduate,No,3062,1987,111,180,0,Urban,N
LP001990,Female,No,0,Graduate,,2764,1459,110,360,1,Urban,Y
LP001991,Male,Yes,0,Graduate,No,4817,923,120,180,1,Urban,Y
LP001992,Male,Yes,3+,Graduate,No,8750,4996,130,360,1,Rural,Y
LP001993,Male,Yes,0,Graduate,No,4310,0,130,360,,Semiurban,Y
LP001994,Male,No,0,Graduate,No,3069,0,71,480,1,Urban,N
LP001995,Male,Yes,2,Graduate,No,5391,0,130,360,1,Urban,Y
LP001996,Male,Yes,0,Graduate,,3333,2500,128,360,1,Semiurban,Y
LP001997,Male,No,0,Graduate,No,5941,4232,296,360,1,Semiurban,Y
LP001998,Female,No,0,Graduate,No,6000,0,156,360,1,Urban,Y
LP001999,Male,No,0,Graduate,Yes,7167,0,128,360,1,Urban,Y
LP002000,Male,Yes,2,Graduate,No,4566,0,100,360,1,Urban,N
LP002001,Male,No,1,Graduate,,3667,0,113,180,1,Urban,Y
LP002002,Male,No,0,Not Graduate,No,2346,1600,132,360,1,Semiurban,Y
LP002003,Male,Yes,0,Not Graduate,No,3010,3136,,360,0,Urban,N
LP002004,Male,Yes,0,Graduate,No,2333,2417,136,360,1,Urban,Y
LP002005,Male,Yes,0,Graduate,No,5488,0,125,360,1,Rural,Y
LP002006,Male,No,3+,Graduate,No,9167,0,185,360,1,Rural,Y
LP002007,Male,Yes,3+,Graduate,No,9504,0,275,360,1,Rural,Y
LP002008,Male,Yes,0,Graduate,No,2583,2115,120,360,,Urban,Y
LP002009,Male,Yes,2,Not Graduate,No,1993,1625,113,180,1,Semiurban,Y
LP002010,Male,Yes,2,Graduate,No,3100,1400,113,360,1,Urban,Y
LP002011,Male,Yes,2,Graduate,No,3276,484,135,360,,Semiurban,Y
LP002012,Female,No,0,Graduate,No,3180,0,71,360,0,Urban,N
LP002013,Male,Yes,0,Graduate,No,3033,1459,95,360,1,Urban,Y
LP002014,Male,No,0,Not Graduate,No,3902,1666,109,360,1,Rural,Y
LP002015,Female,No,0,Graduate,No,1500,1800,103,360,0,Semiurban,N
LP002016,Male,Yes,2,Not Graduate,No,2889,0,45,180,0,Urban,N
LP002017,Male,No,0,Not Graduate,No,2755,0,65,300,1,Rural,N
LP002018,Male,No,0,Graduate,No,2500,20000,103,360,1,Semiurban,Y
LP002019,Female,No,0,Not Graduate,No,1963,0,53,360,1,Semiurban,Y
LP002020,Female,No,0,Graduate,Yes,7441,0,194,360,1,Rural,N
LP002021,Female,No,0,Graduate,No,4547,0,115,360,1,Semiurban,Y
LP002022,Male,Yes,0,Not Graduate,No,2167,2400,115,360,1,Urban,Y
LP002023,Female,No,0,Not Graduate,No,2213,0,66,360,1,Rural,Y
LP002024,Male,Yes,1,Graduate,No,8300,0,152,300,0,Semiurban,N
LP002025,Male,Yes,3+,Graduate,No,81000,0,360,360,0,Rural,N
LP002026,Female,No,1,Not Graduate,Yes,3867,0,62,360,1,Semiurban,N
LP002027,Male,Yes,0,Graduate,,6256,0,160,360,,Urban,Y
LP002028,Male,Yes,0,Not Graduate,No,6096,0,218,360,0,Rural,N
LP002029,Male,Yes,0,Not Graduate,No,2253,2033,110,360,1,Rural,Y
LP002030,Female,Yes,0,Not Graduate,No,2149,3237,178,360,0,Semiurban,N
LP002031,Female,No,0,Graduate,No,2995,0,60,360,1,Urban,Y
LP002032,Female,No,1,Graduate,No,2600,0,160,360,1,Urban,N
LP002033,Male,Yes,2,Graduate,Yes,1600,20000,239,360,1,Urban,N
LP002034,Male,Yes,0,Graduate,No,1025,2773,112,360,1,Rural,Y
LP002035,Male,Yes,0,Graduate,No,3246,1417,138,360,1,Semiurban,Y
LP002036,Male,Yes,0,Graduate,No,5829,0,138,360,1,Rural,Y
LP002037,Female,No,0,Not Graduate,No,2720,0,80,,0,Urban,N
LP002038,Male,Yes,0,Graduate,No,1820,1719,100,360,1,Urban,Y
LP002039,Male,Yes,1,Graduate,No,7250,1667,110,,0,Urban,N
LP002040,Male,Yes,0,Graduate,No,14880,0,96,360,1,Semiurban,Y
LP002041,Male,Yes,0,Graduate,No,2666,4300,121,360,1,Rural,Y
LP002042,Female,No,1,Not Graduate,No,4606,0,81,360,1,Rural,N
LP002043,Male,Yes,2,Graduate,No,5935,0,133,360,1,Semiurban,Y
LP002044,Male,Yes,0,Graduate,No,2920,16.12000084,87,360,1,Rural,Y
LP002045,Male,No,0,Not Graduate,No,2717,0,60,180,1,Urban,Y
LP002046,Female,No,1,Graduate,Yes,8624,0,150,360,1,Semiurban,Y
LP002047,Male,No,0,Graduate,No,6500,0,105,360,0,Rural,N
LP002048,Male,No,0,Graduate,,12876,0,405,360,1,Semiurban,Y
LP002049,Male,Yes,0,Graduate,No,2425,2340,143,360,1,Semiurban,Y
LP002050,Male,No,0,Graduate,No,3750,0,100,360,1,Urban,Y
LP002051,Female,,,Graduate,No,10047,0,,240,1,Semiurban,Y
LP002052,Male,No,0,Graduate,No,1926,1851,50,360,1,Semiurban,Y
LP002053,Male,Yes,0,Graduate,No,2213,1125,,360,1,Urban,Y
LP002054,Male,No,0,Graduate,Yes,10416,0,187,360,0,Urban,N
LP002055,Female,Yes,0,Not Graduate,Yes,7142,0,138,360,1,Rural,Y
LP002056,Male,No,0,Graduate,No,3660,5064,187,360,1,Semiurban,Y
LP002057,Male,Yes,0,Graduate,No,7901,1833,180,360,1,Rural,Y
LP002058,Male,No,3+,Not Graduate,No,4707,1993,148,360,1,Semiurban,Y
LP002059,Male,No,1,Graduate,No,37719,0,152,360,1,Semiurban,Y
LP002060,Male,Yes,0,Graduate,No,7333,8333,175,300,,Rural,Y
LP002061,Male,Yes,1,Graduate,Yes,3466,1210,130,360,1,Rural,Y
LP002062,Male,Yes,2,Not Graduate,No,4652,0,110,360,1,Rural,Y
LP002063,Male,Yes,0,Graduate,,3539,1376,55,360,1,Rural,N
LP002064,Male,Yes,2,Graduate,No,3340,1710,150,360,0,Rural,N
LP002065,Male,No,1,Not Graduate,Yes,2769,1542,190,360,,Semiurban,N
LP002066,Male,Yes,2,Not Graduate,No,2309,1255,125,360,0,Rural,N
LP002067,Male,Yes,2,Not Graduate,No,1958,1456,60,300,,Urban,Y
LP002068,Male,Yes,0,Graduate,No,3948,1733,149,360,0,Rural,N
LP002069,Male,Yes,0,Graduate,No,2483,2466,90,180,0,Rural,Y
LP002070,Male,No,0,Graduate,Yes,7085,0,84,360,1,Semiurban,Y
LP002071,Male,Yes,2,Graduate,No,3859,0,96,360,1,Semiurban,Y
LP002072,Male,Yes,0,Graduate,No,4301,0,118,360,1,Urban,Y
LP002073,Male,Yes,0,Graduate,No,3708,2569,173,360,1,Urban,N
LP002074,Male,No,2,Graduate,No,4354,0,136,360,1,Rural,Y
LP002075,Male,Yes,0,Graduate,No,8334,0,160,360,1,Semiurban,N
LP002076,,Yes,0,Graduate,Yes,2083,4083,160,360,,Semiurban,Y
LP002077,Male,Yes,3+,Graduate,No,7740,0,128,180,1,Urban,Y
LP002078,Male,Yes,0,Graduate,No,3015,2188,153,360,1,Rural,Y
LP002079,Female,No,1,Not Graduate,,5191,0,132,360,1,Semiurban,Y
LP002080,Male,No,0,Graduate,No,4166,0,98,360,0,Semiurban,N
LP002081,Male,No,0,Graduate,No,6000,0,140,360,1,Rural,Y
LP002082,Male,Yes,3+,Not Graduate,No,2947,1664,70,180,0,Urban,N
LP002083,,Yes,0,Graduate,No,16692,0,110,360,1,Semiurban,Y
LP002084,Female,Yes,2,Not Graduate,,210,2917,98,360,1,Semiurban,Y
LP002085,Male,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N
LP002086,Male,Yes,1,Graduate,Yes,3450,2079,162,360,1,Semiurban,Y
LP002087,Male,Yes,1,Not Graduate,No,2653,1500,113,180,0,Rural,N
LP002088,Male,Yes,3+,Graduate,No,4691,0,100,360,1,Semiurban,Y
LP002089,Female,No,0,Graduate,Yes,2500,0,93,360,,Urban,Y
LP002090,Male,No,2,Graduate,No,5532,4648,162,360,1,Rural,Y
LP002091,Male,Yes,2,Graduate,Yes,16525,1014,150,360,1,Rural,Y
LP002092,Male,Yes,2,Graduate,No,6700,1750,230,300,1,Semiurban,Y
LP002093,,Yes,2,Graduate,No,2873,1872,132,360,0,Semiurban,N
LP002094,Male,Yes,1,Graduate,Yes,16667,2250,86,360,1,Semiurban,Y
LP002095,Male,Yes,2,Graduate,No,2947,1603,,360,1,Urban,N
LP002096,Female,No,0,Not Graduate,No,4350,0,154,360,1,Rural,Y
LP002097,Male,Yes,3+,Not Graduate,No,3095,0,113,360,1,Rural,Y
LP002098,Male,Yes,0,Graduate,No,2083,3150,128,360,1,Semiurban,Y
LP002099,Male,Yes,0,Graduate,No,10833,0,234,360,1,Semiurban,Y
LP002100,Male,Yes,2,Graduate,No,8333,0,246,360,1,Semiurban,Y
LP002101,Male,Yes,1,Not Graduate,No,1958,2436,131,360,1,Rural,Y
LP002102,Male,No,2,Graduate,No,3547,0,80,360,0,Rural,N
LP002103,Male,Yes,1,Graduate,No,18333,0,500,360,1,Urban,N
LP002104,Male,Yes,2,Graduate,Yes,4583,2083,160,360,1,Semiurban,Y
LP002105,Male,No,0,Graduate,No,2435,0,75,360,1,Urban,N
LP002106,Male,No,0,Not Graduate,No,2699,2785,96,360,,Semiurban,Y
LP002107,Male,Yes,1,Not Graduate,No,5333,1131,186,360,,Urban,Y
LP002108,Male,No,0,Not Graduate,No,3691,0,110,360,1,Rural,Y
LP002109,Female,No,0,Not Graduate,Yes,17263,0,225,360,1,Semiurban,Y
LP002110,Male,Yes,0,Graduate,No,3597,2157,119,360,0,Rural,N
LP002111,Female,Yes,1,Graduate,No,3326,913,105,84,1,Semiurban,Y
LP002112,Male,Yes,0,Not Graduate,No,2600,1700,107,360,1,Rural,Y
LP002113,Male,Yes,0,Graduate,No,4625,2857,111,12,,Urban,Y
LP002114,Male,Yes,1,Graduate,Yes,2895,0,95,360,1,Semiurban,Y
LP002115,Male,No,0,Graduate,No,6283,4416,209,360,0,Rural,N
LP002116,Female,No,0,Graduate,No,645,3683,113,480,1,Rural,Y
LP002117,Female,No,0,Graduate,No,3159,0,100,360,1,Semiurban,Y
LP002118,Male,Yes,2,Graduate,No,4865,5624,208,360,1,Semiurban,Y
LP002119,Male,Yes,1,Not Graduate,No,4050,5302,138,360,,Rural,N
LP002120,Male,Yes,0,Not Graduate,No,3814,1483,124,300,1,Semiurban,Y
LP002121,Male,Yes,2,Graduate,No,3510,4416,243,360,1,Rural,Y
LP002122,Male,Yes,0,Graduate,No,20833,6667,480,360,,Urban,Y
LP002123,,No,0,Graduate,No,3583,0,96,360,1,Urban,N
LP002124,Male,Yes,0,Graduate,Yes,2479,3013,188,360,1,Urban,Y
LP002125,Female,No,1,Graduate,No,13262,0,40,360,1,Urban,Y
LP002126,Male,No,0,Not Graduate,No,3598,1287,100,360,1,Rural,N
LP002127,Male,Yes,1,Graduate,No,6065,2004,250,360,1,Semiurban,Y
LP002128,Male,Yes,2,Graduate,No,3283,2035,148,360,1,Urban,Y
LP002129,Male,Yes,0,Graduate,No,2130,6666,70,180,1,Semiurban,N
LP002130,Male,No,0,Graduate,No,5815,3666,311,360,1,Rural,N
LP002131,Male,Yes,3+,Graduate,No,3466,3428,150,360,1,Rural,Y
LP002132,Female,Yes,2,Graduate,No,2031,1632,113,480,1,Semiurban,Y
LP002133,Male,Yes,,Not Graduate,No,3074,1800,123,360,0,Semiurban,N
LP002134,Male,No,0,Graduate,No,4683,1915,185,360,1,Semiurban,N
LP002135,Female,No,0,Not Graduate,No,3400,0,95,360,1,Rural,N
LP002136,Male,Yes,2,Not Graduate,No,2192,1742,45,360,1,Semiurban,Y
LP002137,Male,No,0,Graduate,No,2500,0,55,360,1,Semiurban,Y
LP002138,Male,Yes,3+,Graduate,Yes,5677,1424,100,360,1,Rural,Y
LP002139,Male,Yes,2,Graduate,Yes,7948,7166,480,360,1,Rural,Y
LP002140,Male,No,0,Graduate,No,4680,2087,,360,1,Semiurban,N
LP002141,Male,Yes,2,Graduate,Yes,17500,0,400,360,1,Rural,Y
LP002142,Male,Yes,0,Graduate,No,3775,0,110,360,1,Semiurban,Y
LP002143,Male,Yes,1,Not Graduate,No,5285,1430,161,360,0,Semiurban,Y
LP002144,Male,No,1,Not Graduate,No,2679,1302,94,360,1,Semiurban,Y
LP002145,Male,No,0,Not Graduate,No,6783,0,130,360,1,Semiurban,Y
LP002146,Male,Yes,0,Graduate,No,1025,5500,216,360,,Rural,Y
LP002147,Male,Yes,3+,Graduate,No,4281,0,100,360,1,Urban,Y
LP002148,Male,No,2,Graduate,No,3588,0,110,360,0,Rural,N
LP002149,Male,No,1,Graduate,No,11250,0,196,360,,Semiurban,N
LP002150,Female,No,0,Not Graduate,Yes,18165,0,125,360,1,Urban,Y
LP002151,Male,No,0,Not Graduate,,2550,2042,126,360,1,Rural,Y
LP002152,Male,Yes,0,Graduate,No,6133,3906,324,360,1,Urban,Y
LP002153,Male,No,2,Graduate,No,3617,0,107,360,1,Semiurban,Y
LP002154,Male,Yes,0,Not Graduate,No,2917,536,66,360,1,Rural,N
LP002155,Male,Yes,3+,Graduate,No,6417,0,157,180,1,Rural,Y
LP002156,Female,Yes,1,Graduate,No,4608,2845,140,180,1,Semiurban,Y
LP002157,Female,No,0,Graduate,No,2138,0,99,360,0,Semiurban,N
LP002158,Female,No,1,Graduate,,3652,0,95,360,1,Semiurban,Y
LP002159,Male,Yes,1,Not Graduate,No,2239,2524,128,360,1,Urban,Y
LP002160,Female,Yes,0,Not Graduate,No,3017,663,102,360,,Semiurban,Y
LP002161,Male,Yes,0,Graduate,No,2768,1950,155,360,1,Rural,Y
LP002162,Male,No,0,Not Graduate,No,3358,0,80,36,1,Semiurban,N
LP002163,Male,No,0,Graduate,No,2526,1783,145,360,1,Rural,Y
LP002164,Female,No,0,Graduate,No,5000,0,103,360,0,Semiurban,N
LP002165,Male,Yes,0,Graduate,No,2785,2016,110,360,1,Rural,Y
LP002166,Male,Yes,2,Graduate,Yes,6633,0,,360,0,Rural,N
LP002167,Male,Yes,1,Not Graduate,No,2492,2375,,360,1,Rural,Y
LP002168,Male,Yes,1,Graduate,No,3333,3250,158,360,1,Urban,Y
LP002169,Male,Yes,0,Not Graduate,No,2454,2333,181,360,0,Urban,N
LP002170,Male,Yes,0,Graduate,No,3593,4266,132,180,0,Rural,N
LP002171,Male,Yes,1,Graduate,No,5468,1032,26,360,1,Semiurban,Y
LP002172,Female,No,0,Graduate,No,2667,1625,84,360,,Urban,Y
LP002173,Male,Yes,3+,Graduate,Yes,10139,0,260,360,1,Semiurban,Y
LP002174,Male,Yes,0,Graduate,No,3887,2669,162,360,1,Semiurban,Y
LP002175,Female,Yes,0,Graduate,No,4180,2306,182,360,1,Semiurban,Y
LP002176,Male,Yes,2,Not Graduate,No,3675,242,108,360,1,Semiurban,Y
LP002177,Female,Yes,1,Graduate,Yes,19484,0,600,360,1,Semiurban,Y
LP002178,Male,Yes,0,Graduate,No,5923,2054,211,360,1,Rural,Y
LP002179,Male,No,0,Not Graduate,Yes,5800,0,132,360,1,Semiurban,Y
LP002180,Male,Yes,2,Graduate,No,8799,0,258,360,0,Urban,N
LP002181,Male,Yes,0,Not Graduate,No,4467,0,120,360,,Rural,Y
LP002182,Male,No,0,Graduate,No,3333,0,70,360,1,Urban,Y
LP002183,Male,Yes,3+,Graduate,No,3400,2500,123,360,0,Rural,N
LP002184,Female,No,0,Graduate,No,2378,0,9,360,1,Urban,N
LP002185,Male,Yes,0,Graduate,No,3166,2064,104,360,0,Urban,N
LP002186,Male,Yes,1,Graduate,No,3417,1750,186,360,1,Urban,Y
LP002187,Male,Yes,,Graduate,No,5116,1451,165,360,0,Urban,N
LP002188,Male,Yes,2,Graduate,No,16666,0,275,360,1,Urban,Y
LP002189,Male,Yes,2,Not Graduate,No,6125,1625,187,480,1,Semiurban,N
LP002190,Male,Yes,3+,Graduate,No,6406,0,150,360,1,Semiurban,N
LP002191,Male,Yes,2,Graduate,No,3159,461,108,84,1,Urban,Y
LP002192,,Yes,0,Graduate,No,3087,2210,136,360,0,Semiurban,N
LP002193,Male,No,0,Graduate,No,3229,2739,110,360,1,Urban,Y
LP002194,Male,Yes,1,Graduate,No,1782,2232,107,360,1,Rural,Y
LP002195,Male,No,0,Graduate,,3182,2917,161,360,1,Urban,Y
LP002196,Male,Yes,2,Graduate,No,6540,0,205,360,1,Semiurban,Y
LP002197,Male,No,0,Graduate,No,1836,33837,90,360,1,Urban,N
LP002198,Female,Yes,0,Graduate,No,3166,0,36,360,1,Semiurban,Y
LP002199,Male,Yes,1,Graduate,No,1880,0,61,360,,Rural,N
LP002200,Male,Yes,1,Graduate,No,2787,1917,146,360,0,Rural,N
LP002201,Male,Yes,1,Graduate,No,4283,3000,172,84,1,Rural,N
LP002202,Male,Yes,0,Graduate,No,2297,1522,104,360,1,Urban,Y
LP002203,Female,No,0,Not Graduate,No,2165,0,70,360,1,Semiurban,Y
LP002204,,No,0,Graduate,No,4750,0,94,360,1,Semiurban,Y
LP002205,Male,Yes,2,Graduate,Yes,2726,0,106,360,0,Semiurban,N
LP002206,Male,Yes,0,Graduate,No,3000,3416,56,180,1,Semiurban,Y
LP002207,Male,Yes,2,Graduate,Yes,6000,0,205,240,1,Semiurban,N
LP002208,,No,3+,Graduate,Yes,9357,0,292,360,1,Semiurban,Y
LP002209,Male,Yes,0,Graduate,No,3859,3300,142,180,1,Rural,Y
LP002210,Male,Yes,0,Graduate,Yes,16120,0,260,360,1,Urban,Y
LP002211,Male,No,0,Not Graduate,No,3833,0,110,360,1,Rural,Y
LP002212,Male,Yes,2,Not Graduate,Yes,6383,1000,187,360,1,Rural,N
LP002213,Male,No,,Graduate,No,2987,0,88,360,0,Semiurban,N
LP002214,Male,Yes,0,Graduate,Yes,9963,0,180,360,1,Rural,Y
LP002215,Male,Yes,2,Graduate,No,5780,0,192,360,1,Urban,Y
LP002216,Female,No,3+,Graduate,,416,41667,350,180,,Urban,N
LP002217,Male,Yes,0,Not Graduate,,2894,2792,155,360,1,Rural,Y
LP002218,Male,Yes,3+,Graduate,No,5703,0,128,360,1,Urban,Y
LP002219,Male,No,0,Graduate,No,3676,4301,172,360,1,Rural,Y
LP002220,Female,Yes,1,Graduate,No,12000,0,496,360,1,Semiurban,Y
LP002221,Male,Yes,0,Not Graduate,No,2400,3800,,180,1,Urban,N
LP002222,Male,Yes,1,Graduate,No,3400,2500,173,360,1,Semiurban,Y
LP002223,Male,Yes,2,Not Graduate,No,3987,1411,157,360,1,Rural,Y
LP002224,Male,Yes,0,Graduate,No,3232,1950,108,360,1,Rural,Y
LP002225,Female,No,0,Graduate,No,2900,0,71,360,1,Rural,Y
LP002226,Male,Yes,3+,Graduate,No,4106,0,40,180,1,Rural,Y
LP002227,Male,Yes,1,Graduate,No,8072,240,253,360,1,Urban,Y
LP002228,Male,Yes,2,Graduate,No,7583,0,187,360,1,Urban,Y
LP002229,Female,No,0,Graduate,Yes,4583,0,133,360,0,Semiurban,N
LP002230,Male,No,0,Graduate,No,5849,0,,360,1,Urban,Y
LP002231,Male,Yes,1,Graduate,No,4583,1508,128,360,1,Rural,N
LP002232,Male,Yes,0,Graduate,Yes,3000,0,66,360,1,Urban,Y
LP002233,Male,Yes,0,Not Graduate,No,2583,2358,120,360,1,Urban,Y
